coord,k562
chr14:96126401-96126683,0
chr14:96132776-96133135,0
chr14:96273093-96273397,0
chr1:4962918-4963598,0
chr14:96576219-96576264,0
chr14:96577170-96577306,0
chr14:96603470-96603751,0
chr14:96718550-96718750,0
chr14:96885035-96885081,0
chr14:97114945-97115253,0
chr14:97180883-97181177,0
chr14:97207010-97207326,0
chr14:97219275-97219284,0
chr14:97219634-97219942,0
chr1:49733747-49733851,0
chr14:97408959-97409123,0
chr14:97426906-97427111,0
chr14:97459424-97459553,0
chr14:97542963-97543359,0
chr14:97544743-97544890,0
chr14:97561721-97561948,0
chr14:97602980-97603170,0
chr14:97620645-97620744,0
chr14:97625867-97626106,0
chr14:97707719-97707940,0
chr1:49771558-49771670,0
chr14:97724588-97724641,0
chr1:49792344-49792741,0
chr14:97950583-97950889,0
chr14:97977093-97977316,0
chr14:98037111-98037461,0
chr14:98057053-98057263,0
chr14:98074642-98075018,0
chr14:98093174-98093330,1
chr14:98132444-98132839,0
chr14:98146720-98146980,0
chr14:98173325-98173825,0
chr14:98189476-98190108,0
chr14:98198446-98198750,0
chr14:98200118-98200359,0
chr14:98274691-98274719,0
chr14:98469073-98469341,0
chr14:98781479-98781685,0
chr14:98816768-98816774,0
chr14:98828445-98828748,0
chr14:98916648-98916796,0
chr14:98957257-98957550,0
chr14:98972925-98973356,1
chr14:99026469-99026741,0
chr14:99035477-99035685,0
chr14:99036752-99037133,0
chr14:99038156-99038292,0
chr14:99075231-99075498,0
chr14:99191543-99192249,0
chr14:99229683-99229895,0
chr14:99231729-99232120,0
chr14:99234360-99234464,0
chr14:99240434-99240822,0
chr14:99243793-99244071,0
chr14:99244167-99244599,0
chr14:99245618-99246479,0
chr14:99250860-99251000,0
chr14:99253442-99253636,0
chr14:99259222-99259750,0
chr14:99261210-99261397,0
chr14:99265691-99265913,0
chr14:99266492-99266950,0
chr14:99267268-99267825,0
chr14:99267891-99268799,0
chr14:99269086-99269293,0
chr14:99269613-99270139,0
chr14:99273156-99273293,0
chr14:99274460-99274931,0
chr14:99277785-99277942,0
chr14:99361038-99361338,1
chr14:99402544-99402917,0
chr14:99460599-99460696,0
chr14:99563221-99563473,0
chr14:99567983-99568215,0
chr14:99574541-99574669,0
chr14:99579269-99579420,0
chr14:99602129-99602850,0
chr14:99605314-99605685,1
chr14:99671413-99671828,0
chr14:99672672-99672768,0
chr14:99730576-99730729,0
chr14:99731238-99731511,0
chr14:99739204-99739558,0
chr14:99754194-99754292,0
chr14:99766955-99767195,0
chr14:99774837-99775266,0
chr14:99947116-99947237,0
chr14:99949141-99949544,0
chr1:49999332-49999411,0
chr1:50022855-50023179,0
chr1:50026938-50027148,0
chr1:50114363-50114495,0
chr1:50114629-50114935,0
chr1:50149999-50150388,0
chr1:50154236-50154483,0
chr1:50184396-50184638,0
chr1:50266585-50266751,0
chr1:50321116-50321269,0
chr1:50333120-50333203,0
chr1:50333620-50333781,1
chr1:50422201-50422602,0
chr1:50572419-50572426,0
chr1:50617645-50617713,0
chr1:50618280-50618339,0
chr1:50697370-50697688,0
chr1:50835945-50836102,0
chr1:50836527-50836911,0
chr1:50846244-50846633,0
chr1:50949724-50949728,0
chr1:50976450-50976736,0
chr1:50985281-50985450,0
chr1:5099991-5100130,0
chr15:100062063-100062115,0
chr15:100111090-100111377,0
chr15:100111821-100112110,0
chr15:100170896-100171216,0
chr15:100242270-100242453,0
chr15:100339476-100339721,0
chr15:100350601-100350856,0
chr15:100353373-100353645,0
chr15:100374072-100374322,0
chr15:100519185-100519437,0
chr15:100562031-100562323,0
chr15:100601187-100601534,0
chr15:100636507-100636680,0
chr15:100687862-100688009,0
chr15:100693590-100693714,0
chr15:100694745-100694964,0
chr15:100713322-100713821,0
chr15:100721048-100721443,0
chr15:100721650-100722344,0
chr15:100759672-100760008,0
chr15:100922333-100922531,0
chr15:100941546-100941791,0
chr1:51009708-51009879,0
chr15:101024124-101024566,0
chr15:101039593-101039768,0
chr15:101091594-101091977,0
chr15:101127085-101127328,0
chr15:101127553-101127780,0
chr15:101135623-101135886,0
chr15:101137392-101137521,0
chr15:101137734-101137912,0
chr15:101150277-101150497,0
chr15:101167791-101168159,0
chr15:101171125-101171302,0
chr15:101188465-101189128,0
chr15:101193279-101193927,0
chr15:101199756-101200068,0
chr15:101201319-101201695,0
chr15:101206256-101206590,0
chr15:101243154-101243521,0
chr15:101247099-101247262,0
chr15:101250290-101250763,0
chr15:101265083-101265591,0
chr15:101267310-101267468,0
chr15:101278094-101278306,0
chr15:101293950-101294250,0
chr15:101301940-101302449,0
chr15:101319394-101319714,0
chr15:101320747-101320965,0
chr15:101392370-101392612,0
chr15:101397486-101397595,0
chr15:101405389-101405713,0
chr15:101439441-101439802,0
chr15:101446098-101446608,0
chr15:101446741-101447077,0
chr15:101455239-101455999,0
chr15:101458967-101459415,0
chr15:101494674-101494763,0
chr15:101520453-101520582,0
chr15:101572233-101572516,0
chr15:101615972-101616301,1
chr15:101652865-101653148,0
chr15:101673280-101673647,0
chr1:5124417-5124436,0
chr1:51264257-51264797,0
chr1:51292091-51292253,0
chr1:51294953-51295380,0
chr1:51303775-51304355,0
chr1:51338604-51338623,0
chr1:51344108-51344435,0
chr1:51432391-51432580,0
chr1:51578507-51578632,0
chr1:51622556-51623091,1
chr1:51661052-51661446,0
chr1:51690751-51690930,0
chr1:51708217-51708284,1
chr1:51875336-51875423,0
chr1:51964589-51964771,0
chr1:51979204-51979215,0
chr15:20294892-20295129,0
chr15:20354357-20354361,0
chr15:20391639-20391967,0
chr15:20393787-20394123,0
chr15:20420745-20421037,0
chr1:52042375-52042482,0
chr15:20653421-20653769,0
chr15:21265807-21266002,0
chr15:21271525-21271660,0
chr15:21283047-21283062,0
chr15:21294085-21295026,1
chr1:52162517-52162969,0
chr1:52210116-52210396,0
chr15:22839985-22840270,0
chr15:22934144-22934515,0
chr15:22945283-22945540,0
chr15:22963729-22964173,0
chr15:22974856-22975116,0
chr15:22979073-22979832,0
chr15:23038916-23039211,0
chr1:52330427-52330557,1
chr15:23398617-23398700,0
chr15:23421339-23421680,0
chr15:23475318-23475513,0
chr15:23522739-23523123,0
chr15:23596769-23597108,0
chr15:23762205-23762458,0
chr15:23838140-23838366,0
chr15:23869647-23870009,0
chr15:24343456-24343633,0
chr15:24773134-24773313,0
chr15:24863503-24863857,0
chr15:24878322-24878497,0
chr15:25317541-25318255,0
chr15:25319146-25319379,0
chr15:25320504-25321487,0
chr15:25332664-25332829,0
chr15:25341757-25342016,0
chr15:25342233-25342258,0
chr15:25342533-25343596,0
chr15:25345900-25346816,0
chr15:25350297-25351062,0
chr15:25351922-25352159,0
chr15:25359005-25359447,0
chr15:25361042-25361403,0
chr15:25362946-25363078,0
chr15:25372442-25372793,0
chr15:25376710-25376975,0
chr15:25378276-25378376,0
chr15:25379421-25379460,0
chr15:25380624-25381315,0
chr15:25382780-25383077,0
chr15:25389629-25390169,0
chr15:25391937-25392645,1
chr15:25396300-25396602,0
chr15:25397140-25397577,0
chr15:25402302-25402906,0
chr15:25403712-25404562,0
chr15:25464200-25464545,0
chr15:25503463-25503725,0
chr1:52554810-52555174,0
chr15:25588557-25588707,0
chr15:25644253-25644513,0
chr15:25668465-25668505,0
chr15:25742006-25742255,0
chr15:25762065-25762303,0
chr15:25785272-25785583,0
chr15:25846394-25846765,0
chr15:25849423-25849529,0
chr15:25849720-25850130,0
chr15:25850360-25850751,0
chr15:25852725-25853080,0
chr15:25859472-25860028,0
chr15:25860854-25861020,0
chr15:25879232-25879624,0
chr15:25886697-25887026,0
chr15:25900892-25901228,0
chr1:52590254-52590645,0
chr15:25903317-25903558,0
chr15:25931032-25931164,0
chr15:25943978-25944237,0
chr15:25973130-25973302,0
chr15:25990345-25990480,0
chr15:26082302-26082518,0
chr15:26087407-26087687,0
chr15:26096651-26096977,0
chr15:26097146-26097537,0
chr15:26130443-26130457,0
chr15:26146252-26146412,0
chr15:26171609-26171804,0
chr15:26179000-26179209,0
chr15:26242703-26243028,0
chr1:52635573-52635736,0
chr1:52636838-52637733,0
chr1:52641345-52641577,0
chr15:26518571-26518912,0
chr15:26542345-26542385,0
chr15:26669416-26669490,0
chr15:26690599-26690949,0
chr15:26716211-26716400,0
chr15:26720434-26720791,0
chr15:26723359-26723452,0
chr15:26747705-26747980,0
chr15:26774598-26775008,0
chr15:26876015-26876392,0
chr15:26972847-26972997,0
chr15:27163560-27163930,1
chr15:27214130-27214281,0
chr15:27364826-27365206,1
chr15:27423214-27423557,0
chr15:27461563-27461925,0
chr15:27478098-27478339,0
chr15:27608857-27609173,0
chr15:27655975-27656252,0
chr15:27702053-27702277,0
chr15:28023193-28023438,0
chr15:28096593-28096927,0
chr15:28249476-28249836,0
chr15:28887799-28888047,0
chr15:28888877-28889172,0
chr15:28915990-28916291,0
chr15:28985047-28985256,0
chr15:28986240-28986439,0
chr15:28993129-28993261,0
chr1:52902025-52902288,0
chr15:29050922-29051229,0
chr15:29060325-29060408,0
chr15:29109135-29109397,0
chr15:29114689-29115437,0
chr15:29226649-29227039,0
chr15:29234462-29234670,0
chr15:29263365-29263481,0
chr1:52937899-52938033,0
chr15:29593759-29593892,0
chr15:29657000-29657438,0
chr15:29730316-29730702,1
chr15:29748506-29748893,0
chr15:29790634-29790770,0
chr15:29830828-29830883,0
chr15:29836180-29836220,0
chr15:29924796-29925200,0
chr15:29948613-29948881,0
chr15:30001608-30001728,0
chr15:30003895-30004293,0
chr15:30056645-30056673,0
chr1:53062513-53062885,0
chr15:30933433-30933778,0
chr1:53094232-53094373,0
chr15:31079525-31079905,0
chr15:31080556-31080831,0
chr1:53110411-53110725,0
chr15:31113888-31114105,0
chr15:31203010-31203275,0
chr15:31204457-31204640,0
chr15:31236280-31236625,0
chr15:31255880-31256000,0
chr15:31263331-31263630,0
chr15:31263874-31264429,0
chr15:31266255-31266769,0
chr15:31298803-31298857,0
chr15:31300287-31300450,0
chr15:31303352-31303535,0
chr15:31306579-31306687,0
chr15:31307112-31307238,0
chr15:31308352-31308553,0
chr15:31324992-31325318,0
chr15:31335207-31335508,0
chr15:31347375-31347542,0
chr15:31353019-31353330,0
chr1:53135543-53135640,0
chr15:31355816-31356220,0
chr15:31361280-31361853,0
chr15:31388602-31388872,0
chr15:31398101-31398273,0
chr15:31401781-31402029,0
chr15:31405609-31405799,0
chr15:31434363-31435245,0
chr15:31442869-31443091,0
chr15:31447756-31448247,0
chr15:31454234-31454623,0
chr15:31459170-31459407,0
chr15:31465377-31465684,0
chr15:31488194-31488343,0
chr15:31507444-31507871,0
chr15:31727749-31728113,0
chr15:31738637-31738646,0
chr15:31819230-31819598,0
chr15:31838279-31838341,0
chr15:31848196-31848564,0
chr1:53236428-53236668,0
chr1:53237671-53237689,0
chr15:32669866-32670555,0
chr15:32671951-32672476,0
chr15:32682562-32683163,0
chr15:32683335-32683583,0
chr15:32712737-32712759,0
chr15:32818809-32819154,0
chr15:32828317-32828873,0
chr15:32832393-32832790,0
chr15:32833324-32833571,0
chr15:32839836-32839931,0
chr15:32841059-32841108,0
chr15:32842047-32842359,0
chr15:32843176-32843776,0
chr15:32851502-32852004,0
chr15:32855973-32856231,0
chr15:32866374-32866977,0
chr15:32870523-32870826,0
chr15:32872705-32872840,0
chr15:32873761-32874038,0
chr15:32880790-32880987,0
chr15:32919993-32920395,0
chr15:32974739-32975060,0
chr15:33007275-33007640,0
chr1:53303330-53303519,0
chr15:33116127-33116487,0
chr15:33148316-33148646,0
chr15:33180580-33180767,0
chr15:33197610-33197922,0
chr15:33201921-33202178,0
chr15:33209940-33210252,0
chr15:33311710-33311916,0
chr15:33358653-33358983,0
chr15:33374884-33375049,0
chr15:33440961-33441094,0
chr15:33450084-33450103,0
chr15:33579226-33579528,0
chr15:33676239-33676248,0
chr15:33701956-33702190,0
chr15:33722093-33722355,0
chr15:33871772-33871865,0
chr1:53390401-53390489,0
chr15:33915956-33916267,0
chr15:33971853-33972161,0
chr15:33985387-33985440,0
chr15:33997837-33997976,0
chr1:53410194-53410301,0
chr15:34129569-34129849,0
chr15:34239415-34239855,0
chr15:34305618-34305742,0
chr15:34335076-34335711,0
chr15:34346878-34347277,0
chr1:53437221-53437539,0
chr15:34494638-34495000,0
chr15:34514889-34515241,0
chr15:34634240-34634487,0
chr1:53465293-53465681,0
chr15:34691170-34691323,0
chr15:34721893-34722348,0
chr15:34818201-34818221,0
chr15:34966531-34966778,0
chr15:35043692-35044057,0
chr15:35069126-35069322,0
chr15:35080883-35081123,0
chr15:35173460-35173691,0
chr15:35210426-35210795,0
chr15:35298527-35298660,1
chr15:35306848-35306937,1
chr15:35357964-35358202,0
chr15:35496553-35496805,1
chr15:35511703-35512079,0
chr15:35547970-35548194,1
chr15:35639261-35639653,0
chr15:35690812-35691091,0
chr15:35697791-35698097,0
chr15:35745286-35745371,0
chr15:35753554-35753827,0
chr1:53600520-53600694,0
chr15:36032485-36032527,0
chr15:36056825-36057160,0
chr15:36063360-36063527,0
chr15:36082528-36082790,0
chr15:36156740-36157069,0
chr15:36169374-36169686,0
chr15:36254884-36254899,0
chr15:36363488-36363734,0
chr15:36428132-36428577,1
chr15:36605493-36606122,0
chr1:53679095-53679416,0
chr1:53685181-53686069,0
chr15:36878451-36878645,0
chr15:36883722-36884065,0
chr15:36960961-36961068,0
chr15:36975330-36975486,0
chr1:53698067-53698183,0
chr15:37014739-37014862,0
chr1:53702405-53702602,0
chr15:37034881-37035163,0
chr15:37087148-37087512,0
chr15:37106785-37107621,0
chr15:37110898-37111273,0
chr1:53735088-53735171,0
chr15:37585790-37585868,0
chr15:37587667-37587734,0
chr15:37608864-37609210,0
chr15:37807357-37807548,0
chr15:37846871-37847038,0
chr15:37877896-37878287,0
chr1:53795785-53796102,0
chr15:38017555-38018002,0
chr15:38019099-38019396,0
chr15:38042717-38043060,0
chr15:38044296-38044444,0
chr15:38050541-38050994,0
chr15:38054549-38054786,0
chr15:38084385-38084545,0
chr15:38085287-38085437,0
chr15:38086097-38086485,0
chr1:53811190-53811571,0
chr15:38129535-38129710,0
chr15:38130712-38131070,0
chr15:38131541-38131729,0
chr15:38134352-38134560,0
chr1:53820593-53820728,1
chr15:38250475-38250771,0
chr15:38454673-38454968,1
chr15:38457799-38457976,0
chr15:38491818-38492166,0
chr15:38497679-38498069,0
chr15:38521202-38521300,0
chr15:38522146-38522181,0
chr15:38531590-38531760,0
chr15:38552942-38553266,0
chr15:38558678-38559038,0
chr15:38563249-38563419,0
chr15:38610858-38611501,0
chr15:38624533-38624795,0
chr15:38626570-38626701,0
chr15:38631118-38631488,0
chr15:38651863-38651981,0
chr15:38670753-38671030,0
chr15:38672933-38673488,0
chr15:38682931-38683146,0
chr15:38685958-38686259,0
chr15:38689590-38689763,0
chr15:38695493-38695741,0
chr15:38714750-38715136,0
chr15:38736797-38736932,0
chr15:38763304-38763476,0
chr15:38818374-38818667,0
chr15:38823227-38823646,0
chr15:38828211-38828545,0
chr15:38843012-38843100,0
chr15:38844215-38844548,0
chr15:38871381-38871567,0
chr15:38884225-38884304,0
chr15:38890376-38890522,0
chr15:38969054-38969444,0
chr15:38984366-38984573,0
chr15:39016832-39017026,0
chr15:39050472-39050784,0
chr15:39069791-39069976,0
chr15:39079232-39079358,0
chr15:39124252-39124313,0
chr15:39125355-39125574,0
chr15:39132939-39133062,0
chr15:39133273-39133629,0
chr15:39140090-39140211,0
chr15:39140248-39140814,0
chr15:39156157-39156421,0
chr15:39156773-39157109,0
chr15:39157649-39157874,0
chr15:39166012-39166120,0
chr15:39182053-39182246,0
chr15:39191864-39192252,0
chr15:39202798-39202983,0
chr15:39230502-39230933,0
chr15:39232552-39232803,0
chr15:39235115-39235228,0
chr15:39248252-39248598,0
chr15:39249024-39249422,0
chr15:39251362-39251750,0
chr15:39261385-39261725,0
chr15:39266940-39267258,0
chr15:39269177-39269741,0
chr15:39271008-39271359,0
chr15:39283422-39283959,0
chr15:39285846-39286116,0
chr15:39301535-39302099,0
chr15:39309434-39309601,0
chr15:39326455-39326499,0
chr15:39326985-39327312,0
chr15:39334931-39335272,0
chr15:39337233-39337547,0
chr15:39345265-39345571,0
chr15:39358403-39358843,0
chr15:39359140-39359170,0
chr15:39365151-39365390,0
chr15:39376493-39376874,0
chr15:39381542-39381937,0
chr15:39388014-39388473,0
chr15:39391257-39391596,0
chr15:39392044-39392283,0
chr15:39393654-39393904,0
chr15:39397004-39397435,0
chr15:39404708-39405262,0
chr15:39407007-39407413,0
chr15:39411645-39412096,0
chr15:39413342-39413933,0
chr15:39414338-39414506,0
chr15:39427841-39428047,0
chr15:39429993-39430352,0
chr15:39433596-39433719,0
chr15:39449686-39449922,0
chr15:39454240-39454742,0
chr15:39455519-39456086,0
chr15:39462868-39462870,0
chr15:39468407-39468666,0
chr15:39511412-39511575,0
chr15:39574655-39574908,0
chr15:39604983-39605155,0
chr15:39609305-39609652,0
chr15:39623620-39623960,0
chr15:39624750-39625190,0
chr15:39629299-39629719,0
chr15:39665929-39666152,0
chr15:39668595-39668982,0
chr15:39692962-39693363,0
chr15:39699042-39699205,0
chr15:39701588-39701761,0
chr15:39774532-39774847,0
chr15:39775486-39775699,0
chr15:39777585-39777964,0
chr15:39785373-39785497,0
chr15:39788883-39789047,0
chr15:39820671-39820917,0
chr1:53982623-53982715,0
chr15:39887228-39887703,0
chr15:39887889-39888048,0
chr15:39908467-39908576,0
chr15:39918699-39919051,0
chr15:40047689-40048043,0
chr15:40048547-40048806,0
chr15:40049067-40049215,0
chr15:40054282-40054950,0
chr15:40064735-40064944,0
chr15:40069011-40069395,0
chr15:40081190-40081334,0
chr15:40081576-40081913,0
chr15:40092354-40092454,0
chr15:40093370-40093514,0
chr15:40095842-40096181,0
chr15:40098018-40098194,0
chr15:40098684-40099201,1
chr15:40104839-40105524,0
chr15:40121316-40121626,0
chr15:40122278-40122478,0
chr15:40161428-40161681,0
chr15:40247542-40247767,0
chr15:40262702-40262832,0
chr15:40283026-40283508,1
chr15:40308884-40309135,0
chr15:40438352-40438704,0
chr15:40477856-40478216,0
chr15:40510939-40511427,0
chr15:40511609-40512050,1
chr15:40540044-40540387,0
chr15:40691371-40691499,0
chr15:40760829-40761041,0
chr15:40763219-40763652,1
chr15:40782756-40783134,0
chr15:40829213-40829561,0
chr15:40845984-40846211,0
chr15:40847497-40847596,1
chr15:40865873-40866186,0
chr15:40893135-40893354,0
chr1:54089868-54090131,0
chr15:40911175-40911354,0
chr15:40927697-40928042,0
chr15:40928357-40928714,0
chr15:40941523-40942263,0
chr15:40972406-40972723,0
chr15:41102773-41103145,0
chr1:54120985-54121175,0
chr15:41409784-41409925,0
chr15:41448841-41449205,0
chr15:41494683-41495007,1
chr15:41495787-41496195,1
chr15:41559823-41560144,0
chr15:41560328-41560704,0
chr15:41628414-41628454,0
chr15:41661570-41662038,1
chr15:41916694-41916960,0
chr15:41929323-41929592,0
chr15:41933873-41934328,0
chr15:41934786-41935103,0
chr15:41936600-41937017,0
chr15:41940368-41940760,0
chr15:41944201-41944576,0
chr15:41967986-41968167,0
chr15:41969877-41970366,0
chr15:42035413-42035645,0
chr15:42057194-42057784,0
chr15:42121893-42121962,0
chr15:42171202-42171388,0
chr15:42243488-42243535,0
chr1:54227363-54227617,0
chr1:54229355-54229888,0
chr1:54231206-54231339,0
chr1:5423128-5423483,0
chr15:42360671-42360971,0
chr1:54238439-54238670,0
chr15:42386577-42386614,0
chr15:42431011-42431411,0
chr1:54247962-54248120,0
chr15:42493837-42493961,0
chr1:54249817-54250206,0
chr15:42500091-42500407,0
chr15:42581277-42581644,1
chr15:42676297-42676336,0
chr1:54273354-54273699,0
chr1:54274006-54274114,0
chr15:42788893-42789108,0
chr1:54279154-54279548,0
chr15:42860272-42860663,0
chr15:42917682-42917941,0
chr15:42939986-42940108,0
chr15:42973428-42973800,0
chr1:54300557-54300697,0
chr15:43029365-43029424,0
chr1:54305617-54305867,0
chr15:43064537-43064869,0
chr15:43069101-43069258,0
chr15:43107867-43107969,0
chr1:54312915-54313292,0
chr1:54314804-54314947,0
chr15:43212772-43213083,0
chr15:43219055-43219216,0
chr15:43270780-43270979,0
chr1:54339156-54339536,0
chr1:5434205-5434330,0
chr1:54342408-54342621,0
chr15:43444808-43445098,0
chr15:43465208-43465368,0
chr15:43514172-43514396,1
chr15:43516905-43517254,0
chr15:43518015-43518338,0
chr15:43518454-43518798,1
chr1:54378705-54378897,0
chr15:43869782-43869907,0
chr15:43889617-43889947,0
chr15:43894097-43894325,0
chr15:43928073-43928442,0
chr15:43959012-43959369,0
chr15:43996914-43997303,0
chr15:44027433-44027621,0
chr15:44056765-44057113,0
chr1:54407321-54407842,1
chr15:44092653-44092854,0
chr15:44135985-44136004,0
chr15:44164504-44164903,0
chr15:44187393-44187538,0
chr15:44287891-44288334,0
chr15:44545044-44545189,0
chr15:44577699-44577959,0
chr15:44609712-44609922,0
chr15:44616042-44616093,0
chr1:54463909-54464230,0
chr15:44662602-44662882,1
chr15:44677561-44677846,0
chr1:54474771-54475151,0
chr1:54475486-54475739,0
chr1:54476103-54476322,0
chr15:44784334-44784676,0
chr1:54488096-54488652,1
chr1:54499447-54499970,0
chr15:45048736-45049117,0
chr15:45049302-45049543,0
chr15:45089774-45090059,0
chr15:45392034-45392536,0
chr15:45443759-45444010,0
chr15:45445163-45446081,0
chr15:45454547-45455204,0
chr15:45456271-45456977,0
chr15:45475620-45475700,0
chr15:45492209-45492413,0
chr15:45509073-45509268,0
chr15:45514430-45514490,0
chr15:45545783-45546004,0
chr15:45583783-45584068,0
chr15:45622229-45622436,0
chr15:45635475-45635824,0
chr15:45637403-45638061,0
chr15:45638665-45638842,0
chr15:45640647-45640999,0
chr15:45641332-45641816,0
chr15:45646334-45646747,0
chr15:45721455-45721535,0
chr1:54625204-54625303,0
chr15:46253323-46253707,0
chr15:46466564-46466916,0
chr15:46644607-46644613,0
chr15:46710365-46710633,0
chr1:54681443-54681578,0
chr1:54681924-54682179,0
chr15:47184578-47184833,0
chr15:47364298-47364543,0
chr15:47367785-47367980,0
chr15:47437667-47437991,0
chr15:47529601-47529993,0
chr15:47561055-47561200,0
chr15:47687064-47687406,0
chr15:47741763-47742004,0
chr15:47750335-47750417,0
chr15:47812475-47812864,0
chr15:47961578-47961893,1
chr15:48019422-48019520,0
chr15:48031477-48031668,0
chr15:48035465-48035827,0
chr15:48059440-48059614,0
chr15:48096688-48097070,0
chr1:54814313-54814412,0
chr15:48143954-48144330,0
chr15:48253091-48253453,0
chr15:48313322-48313514,0
chr15:48355556-48355699,0
chr15:48395491-48395785,0
chr15:48493553-48493787,0
chr15:48555021-48555461,0
chr15:48566706-48567060,0
chr15:48671396-48671662,0
chr15:48683046-48683221,0
chr15:48693628-48693865,0
chr15:48867397-48867587,0
chr15:48868512-48868904,0
chr15:48871651-48871848,0
chr15:48897201-48897392,0
chr15:48925632-48926014,0
chr15:48975785-48975981,0
chr15:48985178-48985284,0
chr1:5492823-5492985,0
chr1:54935125-54935230,0
chr15:49446914-49447186,0
chr15:49450929-49451281,0
chr1:54945632-54945794,0
chr1:54949184-54949365,0
chr15:49492869-49493265,0
chr1:54953035-54953248,0
chr1:54966062-54966266,0
chr15:49661282-49661541,0
chr15:49675110-49675298,0
chr1:54971319-54971763,0
chr15:49718325-49718595,0
chr15:49815990-49816245,0
chr15:49848140-49848506,0
chr15:49852040-49852496,0
chr15:49857015-49857331,0
chr15:49900138-49900269,0
chr15:49902685-49903040,0
chr15:49909719-49909742,0
chr15:49933499-49933696,0
chr15:49946439-49946617,0
chr1:54995841-54996044,0
chr15:49989550-49989900,0
chr15:50053144-50053406,0
chr15:50055249-50056150,0
chr15:50058051-50058210,0
chr15:50059805-50060185,0
chr15:50061937-50062296,0
chr15:50064432-50064501,0
chr15:50064853-50065067,0
chr15:50065390-50065659,0
chr15:50074490-50074808,0
chr15:50095898-50096188,0
chr15:50107634-50107960,0
chr15:50108112-50108267,0
chr15:50108323-50108746,0
chr15:50116433-50116779,0
chr15:50124210-50124614,0
chr15:50134458-50135049,0
chr15:50135377-50135617,0
chr15:50137352-50137788,0
chr15:50183562-50183893,0
chr15:50259380-50259564,0
chr15:50260426-50260655,0
chr15:50262110-50262947,0
chr15:50329567-50329783,0
chr15:50341666-50341944,0
chr15:50342091-50342468,0
chr15:50352420-50352789,0
chr15:50563732-50563813,0
chr15:50598208-50598254,0
chr15:50656154-50656517,0
chr15:50767610-50767939,0
chr15:50877045-50877223,0
chr15:50885219-50885552,0
chr15:50886955-50887281,0
chr15:50909104-50909403,0
chr15:50920073-50920430,0
chr15:50947448-50947536,0
chr15:50966479-50966509,0
chr15:51037816-51038202,0
chr15:51077248-51077417,0
chr15:51077703-51077999,0
chr15:51089822-51090076,0
chr15:51093674-51093945,0
chr15:51121170-51121430,0
chr15:51162839-51163008,0
chr15:51185422-51185673,0
chr15:51187045-51187268,0
chr15:51189678-51189982,0
chr15:51223793-51224064,0
chr15:51243777-51244037,0
chr15:51253428-51253717,0
chr15:51267884-51268009,0
chr15:51282239-51282558,0
chr1:55128424-55128735,0
chr15:51295027-51295303,0
chr15:51302839-51303229,0
chr15:51336530-51336925,0
chr15:51342379-51342748,0
chr15:51376035-51376387,0
chr15:51414729-51414909,0
chr15:51558364-51558727,0
chr15:51576700-51578136,0
chr15:51580550-51580730,0
chr15:51585999-51586495,0
chr15:51589004-51589281,0
chr15:51617493-51617820,0
chr15:51619158-51620132,0
chr15:51620238-51620925,0
chr15:51628994-51629235,0
chr15:51629518-51629871,0
chr15:51634609-51634948,0
chr15:51672268-51672488,0
chr15:51709005-51709381,0
chr15:51731614-51732486,0
chr15:51736154-51736329,0
chr15:51736723-51737171,0
chr15:51750186-51750562,0
chr15:51828592-51828972,0
chr15:51829956-51830375,0
chr15:51843549-51843907,0
chr15:51943773-51943809,0
chr15:51957709-51958001,0
chr15:52013130-52013604,0
chr15:52038018-52038164,0
chr15:52077081-52077431,0
chr15:52080005-52080183,0
chr15:52093589-52093760,0
chr15:52103580-52103822,0
chr1:55212072-55212115,1
chr1:55213112-55213512,0
chr15:52136356-52136550,0
chr1:55215913-55216183,0
chr1:55216405-55216635,0
chr15:52222286-52222574,0
chr15:52234733-52234843,0
chr15:52247699-52247734,0
chr15:52252863-52253057,0
chr15:52254848-52255220,0
chr15:52288332-52288737,0
chr15:52289407-52290019,0
chr15:52294636-52294898,0
chr15:52371110-52371127,0
chr15:52388182-52388449,1
chr15:52392390-52392578,0
chr15:52417494-52417757,0
chr15:52441803-52442180,0
chr15:52478975-52479258,0
chr15:52481950-52482274,0
chr15:52483788-52484189,0
chr15:52503971-52504075,0
chr15:52504926-52505251,0
chr15:52682907-52683099,0
chr15:52718131-52718379,0
chr15:52742326-52742585,0
chr15:52803453-52803773,0
chr1:55288286-55288579,0
chr15:53448756-53448972,0
chr15:53512622-53513021,0
chr15:53521221-53521472,0
chr15:53560570-53560720,0
chr1:55361060-55361419,0
chr1:55363357-55363626,0
chr15:53719401-53719720,0
chr1:55374754-55375056,0
chr15:53877791-53878065,0
chr15:53911053-53911293,0
chr15:54247005-54247032,0
chr1:55429106-55429360,0
chr1:55443707-55443924,0
chr15:54499175-54499576,0
chr15:54803130-54803841,0
chr15:54980907-54981219,0
chr15:55126215-55126408,0
chr15:55180287-55180446,0
chr15:55195785-55196205,0
chr15:55211704-55212020,0
chr15:55221274-55222013,0
chr15:55222597-55222879,0
chr15:55250372-55250746,0
chr15:55279737-55279936,0
chr15:55282105-55282509,0
chr15:55288818-55289445,1
chr15:55530877-55531287,0
chr15:55576758-55577011,0
chr15:55582290-55582415,0
chr15:55636243-55636311,0
chr15:55640076-55640402,0
chr15:55663486-55663553,0
chr15:55685201-55685584,0
chr15:55694721-55694873,0
